G1;G2;|G1|;|G2|;Coeff Vars;Coeff Lits;
 [f('$VAR'(6)),i('$VAR'(10),'$VAR'(7)),i('$VAR'(8),'$VAR'(9)),h('$VAR'(2),'$VAR'(3),'$VAR'(7)),g('$VAR'(8),'$VAR'(9)),g('$VAR'(1),'$VAR'(2)),g('$VAR'(7),'$VAR'(5)),h('$VAR'(2),'$VAR'(10),'$VAR'(5)),g('$VAR'(1),'$VAR'(6)),i('$VAR'(8),'$VAR'(1))]; [f('$VAR'(16)),g(S,'$VAR'(13)),g('$VAR'(15),'$VAR'(12)),i('$VAR'(11),'$VAR'(15)),h(R,R,'$VAR'(17)),h('$VAR'(12),'$VAR'(12),'$VAR'(17)),f('$VAR'(14)),f('$VAR'(14)),g(R,'$VAR'(13)),f('$VAR'(13))];10;10;40320;288;
 [g('$VAR'(7),'$VAR'(4)),g('$VAR'(10),'$VAR'(10)),g('$VAR'(3),'$VAR'(10)),f('$VAR'(8)),i('$VAR'(6),'$VAR'(3)),g('$VAR'(7),'$VAR'(3)),h('$VAR'(2),'$VAR'(9),'$VAR'(4)),f('$VAR'(5)),i('$VAR'(1),'$VAR'(6)),f('$VAR'(2)),h('$VAR'(2),'$VAR'(4),'$VAR'(1)),h('$VAR'(2),'$VAR'(2),'$VAR'(4)),i('$VAR'(7),'$VAR'(8)),f('$VAR'(7)),f('$VAR'(8)),g('$VAR'(6),'$VAR'(6)),f('$VAR'(9)),g('$VAR'(4),'$VAR'(8)),i('$VAR'(9),'$VAR'(4))]; [g('$VAR'(13),'$VAR'(13)),i('$VAR'(14),'$VAR'(11)),f('$VAR'(14)),i('$VAR'(12),'$VAR'(14)),h('$VAR'(15),'$VAR'(14),'$VAR'(11))];19;5;30240;288;
 [h('$VAR'(1),'$VAR'(1),'$VAR'(6)),f('$VAR'(5)),g('$VAR'(8),'$VAR'(1)),h('$VAR'(2),'$VAR'(5),'$VAR'(8)),h('$VAR'(10),'$VAR'(4),'$VAR'(10)),f('$VAR'(1)),g('$VAR'(1),'$VAR'(9)),f('$VAR'(1)),f('$VAR'(2)),i('$VAR'(1),'$VAR'(2)),g('$VAR'(9),'$VAR'(4)),g('$VAR'(1),'$VAR'(7)),i('$VAR'(4),'$VAR'(9)),g('$VAR'(5),'$VAR'(5))]; [i('$VAR'(15),'$VAR'(16)),i('$VAR'(13),'$VAR'(12)),f('$VAR'(17)),i('$VAR'(14),'$VAR'(11)),f('$VAR'(14)),i('$VAR'(17),'$VAR'(16)),f('$VAR'(11))];14;7;2520;288;
 [h('$VAR'(9),'$VAR'(10),'$VAR'(4)),i('$VAR'(8),'$VAR'(3)),h('$VAR'(6),'$VAR'(10),'$VAR'(1)),h('$VAR'(2),'$VAR'(10),'$VAR'(2)),f('$VAR'(5)),i('$VAR'(8),'$VAR'(5)),h('$VAR'(10),'$VAR'(8),'$VAR'(9)),g('$VAR'(7),'$VAR'(7)),h('$VAR'(8),'$VAR'(6),'$VAR'(8)),i('$VAR'(4),'$VAR'(2))]; [h('$VAR'(15),'$VAR'(14),S),h('$VAR'(14),'$VAR'(14),'$VAR'(11)),i('$VAR'(13),'$VAR'(14)),g('$VAR'(14),S),f('$VAR'(16)),g(S,'$VAR'(16)),f('$VAR'(14)),f('$VAR'(12)),f(R),g('$VAR'(17),R),f('$VAR'(15)),f(S),g('$VAR'(11),'$VAR'(17)),h(S,R,'$VAR'(16)),f('$VAR'(12)),h(R,'$VAR'(12),R),g('$VAR'(16),R)];10;17;181440;252;
 [i('$VAR'(3),'$VAR'(10)),i('$VAR'(3),'$VAR'(4)),f('$VAR'(7)),g('$VAR'(8),'$VAR'(1)),g('$VAR'(6),'$VAR'(10)),h('$VAR'(1),'$VAR'(7),'$VAR'(4)),g('$VAR'(10),'$VAR'(3)),f('$VAR'(2)),g('$VAR'(2),'$VAR'(9)),f('$VAR'(9)),f('$VAR'(2)),h('$VAR'(10),'$VAR'(2),'$VAR'(1)),g('$VAR'(5),'$VAR'(9))]; [f('$VAR'(13)),h(R,'$VAR'(17),'$VAR'(15)),f('$VAR'(17)),h('$VAR'(17),'$VAR'(11),'$VAR'(16)),f('$VAR'(12)),h(R,'$VAR'(15),R),g('$VAR'(17),'$VAR'(16)),g('$VAR'(14),'$VAR'(14))];13;8;604800;240;
 [f('$VAR'(5)),g('$VAR'(8),'$VAR'(7)),f('$VAR'(4)),g('$VAR'(6),'$VAR'(3)),h('$VAR'(3),'$VAR'(3),'$VAR'(8)),g('$VAR'(8),'$VAR'(8)),g('$VAR'(2),'$VAR'(8)),i('$VAR'(10),'$VAR'(1)),g('$VAR'(6),'$VAR'(6))]; [i('$VAR'(15),'$VAR'(14)),f('$VAR'(12)),i('$VAR'(12),'$VAR'(13)),h('$VAR'(11),'$VAR'(12),'$VAR'(14)),f('$VAR'(11)),i(S,S),g('$VAR'(15),'$VAR'(13)),i(R,'$VAR'(12)),f('$VAR'(12)),h('$VAR'(12),'$VAR'(17),'$VAR'(13)),f('$VAR'(16)),h(S,R,'$VAR'(16)),h('$VAR'(12),S,'$VAR'(14)),f('$VAR'(14)),i(S,'$VAR'(13)),h(T,'$VAR'(11),'$VAR'(16))];9;16;362880;240;
 [f('$VAR'(3)),h('$VAR'(8),'$VAR'(3),'$VAR'(8)),h('$VAR'(8),'$VAR'(3),'$VAR'(5)),f('$VAR'(7)),g('$VAR'(7),'$VAR'(7)),i('$VAR'(8),'$VAR'(4)),i('$VAR'(5),'$VAR'(1))]; [i(S,'$VAR'(12)),i('$VAR'(16),'$VAR'(14)),h('$VAR'(16),T,'$VAR'(14)),i('$VAR'(12),'$VAR'(12)),f('$VAR'(13)),f('$VAR'(15)),f(T),i('$VAR'(12),'$VAR'(14)),f('$VAR'(11)),f(R),g(T,'$VAR'(15)),i('$VAR'(16),'$VAR'(17))];7;12;151200;240;
 [h('$VAR'(10),'$VAR'(2),'$VAR'(1)),f('$VAR'(9)),g('$VAR'(5),'$VAR'(4)),h('$VAR'(7),'$VAR'(10),'$VAR'(4)),i('$VAR'(2),'$VAR'(2)),g('$VAR'(1),'$VAR'(3)),i('$VAR'(6),'$VAR'(5)),i('$VAR'(6),'$VAR'(2)),f('$VAR'(1)),i('$VAR'(1),'$VAR'(10))]; [g('$VAR'(17),'$VAR'(15)),f('$VAR'(14)),g('$VAR'(16),'$VAR'(12)),g('$VAR'(16),'$VAR'(11)),f('$VAR'(15)),g('$VAR'(14),'$VAR'(12)),g('$VAR'(17),'$VAR'(13)),i('$VAR'(17),'$VAR'(12)),i('$VAR'(13),'$VAR'(13)),i('$VAR'(17),'$VAR'(17)),h('$VAR'(12),'$VAR'(17),'$VAR'(12))];10;11;40320;240;
 [g('$VAR'(5),'$VAR'(6)),f('$VAR'(4)),h('$VAR'(9),'$VAR'(1),'$VAR'(9)),i('$VAR'(7),'$VAR'(7)),f('$VAR'(8)),f('$VAR'(2)),h('$VAR'(10),'$VAR'(2),'$VAR'(5)),i('$VAR'(5),'$VAR'(8)),h('$VAR'(6),'$VAR'(2),'$VAR'(2)),g('$VAR'(2),'$VAR'(8)),f('$VAR'(6)),i('$VAR'(5),'$VAR'(4)),h('$VAR'(1),'$VAR'(8),'$VAR'(1)),i('$VAR'(3),'$VAR'(2)),i('$VAR'(1),'$VAR'(3)),g('$VAR'(8),'$VAR'(9)),f('$VAR'(8))]; [f('$VAR'(11)),f('$VAR'(15)),f('$VAR'(16)),h('$VAR'(14),'$VAR'(12),'$VAR'(15)),i('$VAR'(13),'$VAR'(11))];17;5;20160;240;
 [g('$VAR'(6),'$VAR'(7)),g('$VAR'(1),'$VAR'(5)),f('$VAR'(3)),h('$VAR'(3),'$VAR'(6),'$VAR'(2)),i('$VAR'(9),'$VAR'(8)),g('$VAR'(3),'$VAR'(4)),i('$VAR'(3),'$VAR'(1)),f('$VAR'(1)),f('$VAR'(4))]; [h('$VAR'(12),'$VAR'(17),'$VAR'(12)),h(T,R,'$VAR'(16)),g(T,'$VAR'(17)),f(T),h('$VAR'(15),R,R),i('$VAR'(15),'$VAR'(14)),h(R,'$VAR'(11),'$VAR'(11)),i(S,'$VAR'(11)),f('$VAR'(13)),i('$VAR'(15),T),i('$VAR'(11),'$VAR'(11)),h('$VAR'(15),'$VAR'(13),'$VAR'(12)),g('$VAR'(11),'$VAR'(11))];9;13;3628800;216;
 [h('$VAR'(4),'$VAR'(5),'$VAR'(8)),f('$VAR'(6)),g('$VAR'(9),'$VAR'(3)),i('$VAR'(1),'$VAR'(2)),g('$VAR'(2),'$VAR'(8)),g('$VAR'(1),'$VAR'(5))]; [i('$VAR'(13),'$VAR'(14)),i('$VAR'(11),'$VAR'(14)),f('$VAR'(12)),f('$VAR'(11)),h('$VAR'(15),'$VAR'(14),T),f(R),g('$VAR'(17),T),g('$VAR'(14),'$VAR'(17)),i(T,'$VAR'(16)),f(S),h('$VAR'(14),'$VAR'(17),'$VAR'(11)),h(R,'$VAR'(12),'$VAR'(13)),g('$VAR'(12),'$VAR'(12)),g('$VAR'(11),'$VAR'(14))];6;14;1814400;216;
 [i('$VAR'(8),'$VAR'(2)),f('$VAR'(3)),f('$VAR'(5)),f('$VAR'(6)),h('$VAR'(6),'$VAR'(3),'$VAR'(9)),h('$VAR'(6),'$VAR'(4),'$VAR'(8)),g('$VAR'(8),'$VAR'(1)),h('$VAR'(10),'$VAR'(8),'$VAR'(2)),i('$VAR'(7),'$VAR'(2))]; [i('$VAR'(13),R),h('$VAR'(12),'$VAR'(11),'$VAR'(16)),f(R),h('$VAR'(13),'$VAR'(12),'$VAR'(15)),f('$VAR'(12)),g('$VAR'(14),R),i('$VAR'(13),'$VAR'(15)),f('$VAR'(17)),h('$VAR'(16),'$VAR'(11),'$VAR'(16)),i('$VAR'(12),'$VAR'(11))];9;10;1814400;216;
 [f('$VAR'(10)),g('$VAR'(3),'$VAR'(8)),f('$VAR'(6)),i('$VAR'(10),'$VAR'(2)),f('$VAR'(6)),h('$VAR'(2),'$VAR'(9),'$VAR'(7)),h('$VAR'(7),'$VAR'(3),'$VAR'(8)),h('$VAR'(9),'$VAR'(3),'$VAR'(10))]; [i(R,T),i('$VAR'(15),'$VAR'(13)),h(R,'$VAR'(11),R),g('$VAR'(16),'$VAR'(11)),i('$VAR'(15),R),f('$VAR'(17)),g(T,'$VAR'(12)),f('$VAR'(12)),g('$VAR'(12),'$VAR'(14)),i('$VAR'(12),S),f('$VAR'(15)),h('$VAR'(16),'$VAR'(15),'$VAR'(14)),g('$VAR'(14),'$VAR'(14))];8;13;604800;216;
 [g('$VAR'(3),'$VAR'(6)),h('$VAR'(1),'$VAR'(1),'$VAR'(8)),h('$VAR'(4),'$VAR'(2),'$VAR'(3)),g('$VAR'(8),'$VAR'(3)),g('$VAR'(1),'$VAR'(6)),i('$VAR'(5),'$VAR'(1)),g('$VAR'(5),'$VAR'(4))]; [h('$VAR'(17),'$VAR'(16),'$VAR'(13)),i(S,'$VAR'(16)),g(R,'$VAR'(11)),i('$VAR'(16),'$VAR'(16)),g('$VAR'(17),'$VAR'(14)),i(T,'$VAR'(13)),i('$VAR'(12),'$VAR'(14)),g(R,T),h('$VAR'(13),R,'$VAR'(15)),f('$VAR'(12)),h('$VAR'(14),'$VAR'(13),'$VAR'(16)),f('$VAR'(16)),f('$VAR'(14)),f('$VAR'(12))];7;14;604800;216;
 [f('$VAR'(3)),h('$VAR'(10),'$VAR'(10),'$VAR'(4)),i('$VAR'(10),'$VAR'(9)),h('$VAR'(7),'$VAR'(8),'$VAR'(2)),h('$VAR'(4),'$VAR'(2),'$VAR'(8)),h('$VAR'(8),'$VAR'(4),'$VAR'(3)),i('$VAR'(8),'$VAR'(7)),f('$VAR'(4)),h('$VAR'(3),'$VAR'(10),'$VAR'(6)),i('$VAR'(8),'$VAR'(8)),f('$VAR'(1)),g('$VAR'(3),'$VAR'(2)),i('$VAR'(5),'$VAR'(8))]; [g('$VAR'(11),'$VAR'(13)),g('$VAR'(17),'$VAR'(17)),f('$VAR'(17)),h('$VAR'(14),'$VAR'(13),'$VAR'(16)),h('$VAR'(12),'$VAR'(16),'$VAR'(13)),g('$VAR'(12),'$VAR'(15)),i('$VAR'(16),'$VAR'(11))];13;7;604800;216;
 [i('$VAR'(1),'$VAR'(3)),g('$VAR'(2),'$VAR'(5)),h('$VAR'(2),'$VAR'(6),'$VAR'(9)),h('$VAR'(3),'$VAR'(7),'$VAR'(9)),f('$VAR'(5)),i('$VAR'(9),'$VAR'(8)),i('$VAR'(3),'$VAR'(10)),h('$VAR'(5),'$VAR'(5),'$VAR'(9)),g('$VAR'(9),'$VAR'(5)),h('$VAR'(1),'$VAR'(5),'$VAR'(10)),g('$VAR'(8),'$VAR'(3)),h('$VAR'(3),'$VAR'(5),'$VAR'(5)),h('$VAR'(2),'$VAR'(10),'$VAR'(2)),g('$VAR'(4),'$VAR'(4))]; [i('$VAR'(15),'$VAR'(16)),h('$VAR'(12),'$VAR'(14),S),h('$VAR'(17),R,R),i('$VAR'(13),'$VAR'(11)),g(S,'$VAR'(12)),h('$VAR'(12),'$VAR'(13),'$VAR'(13)),g('$VAR'(14),'$VAR'(13)),h('$VAR'(16),'$VAR'(16),'$VAR'(16))];14;8;362880;216;
 [g('$VAR'(7),'$VAR'(6)),g('$VAR'(3),'$VAR'(5)),f('$VAR'(3)),i('$VAR'(2),'$VAR'(3)),f('$VAR'(6)),f('$VAR'(1)),g('$VAR'(4),'$VAR'(4)),f('$VAR'(10)),h('$VAR'(2),'$VAR'(7),'$VAR'(10)),f('$VAR'(10)),f('$VAR'(7)),f('$VAR'(5)),h('$VAR'(8),'$VAR'(5),'$VAR'(6)),f('$VAR'(9)),f('$VAR'(5))]; [f(S),g('$VAR'(14),'$VAR'(13)),h('$VAR'(16),S,R),g('$VAR'(15),'$VAR'(12)),g(R,'$VAR'(14)),h('$VAR'(11),R,'$VAR'(17)),i('$VAR'(14),R),g('$VAR'(14),'$VAR'(12))];15;8;362880;216;
 [g('$VAR'(8),'$VAR'(1)),f('$VAR'(8)),g('$VAR'(9),'$VAR'(3)),h('$VAR'(3),'$VAR'(10),'$VAR'(4)),h('$VAR'(4),'$VAR'(1),'$VAR'(6)),g('$VAR'(6),'$VAR'(7)),g('$VAR'(5),'$VAR'(10)),i('$VAR'(8),'$VAR'(10)),i('$VAR'(1),'$VAR'(5)),h('$VAR'(3),'$VAR'(3),'$VAR'(6)),f('$VAR'(4)),h('$VAR'(1),'$VAR'(3),'$VAR'(6)),f('$VAR'(9)),i('$VAR'(7),'$VAR'(1))]; [h('$VAR'(12),'$VAR'(15),'$VAR'(14)),g('$VAR'(13),'$VAR'(17)),f('$VAR'(16)),h('$VAR'(11),'$VAR'(16),'$VAR'(13)),g('$VAR'(12),'$VAR'(16))];14;5;181440;216;
 [g('$VAR'(10),'$VAR'(4)),i('$VAR'(5),'$VAR'(9)),g('$VAR'(4),'$VAR'(7)),f('$VAR'(5)),i('$VAR'(9),'$VAR'(2)),g('$VAR'(8),'$VAR'(4)),g('$VAR'(5),'$VAR'(7))]; [f(R),f('$VAR'(15)),g(T,'$VAR'(11)),h('$VAR'(14),'$VAR'(11),'$VAR'(12)),h('$VAR'(13),T,'$VAR'(11)),h('$VAR'(16),S,T),f('$VAR'(12)),h('$VAR'(17),T,'$VAR'(15)),i('$VAR'(14),'$VAR'(11)),g('$VAR'(12),T),h('$VAR'(15),'$VAR'(12),T),i(R,'$VAR'(17)),i(S,'$VAR'(16)),h('$VAR'(15),'$VAR'(17),'$VAR'(11)),h('$VAR'(11),R,'$VAR'(14))];7;15;181440;216;
 [f('$VAR'(7)),h('$VAR'(5),'$VAR'(6),'$VAR'(1)),f('$VAR'(4)),g('$VAR'(4),'$VAR'(6)),h('$VAR'(10),'$VAR'(2),'$VAR'(5))]; [h('$VAR'(12),R,'$VAR'(13)),g('$VAR'(17),'$VAR'(12)),i('$VAR'(17),'$VAR'(17)),g('$VAR'(14),'$VAR'(17)),h(T,'$VAR'(16),S),i('$VAR'(15),'$VAR'(17)),h(R,'$VAR'(13),'$VAR'(16)),g(S,'$VAR'(17)),g('$VAR'(11),'$VAR'(11)),h(S,T,'$VAR'(14)),h(T,'$VAR'(11),'$VAR'(15)),i('$VAR'(13),'$VAR'(17)),i('$VAR'(13),T),i('$VAR'(15),'$VAR'(16)),f(T),i('$VAR'(12),T),g('$VAR'(15),'$VAR'(11)),g(T,'$VAR'(14))];5;18;604800;200;
 [g('$VAR'(10),'$VAR'(7)),f('$VAR'(10)),f('$VAR'(4)),h('$VAR'(9),'$VAR'(4),'$VAR'(3)),h('$VAR'(6),'$VAR'(1),'$VAR'(4))]; [i(T,'$VAR'(14)),g(T,S),g('$VAR'(11),'$VAR'(13)),h('$VAR'(17),T,'$VAR'(12)),g('$VAR'(15),S),f(T),g('$VAR'(11),'$VAR'(15)),g(R,'$VAR'(17)),h(R,'$VAR'(14),'$VAR'(11)),f('$VAR'(17)),f('$VAR'(16)),f('$VAR'(13)),f(T),i('$VAR'(17),'$VAR'(15))];5;14;604800;200;
 [h('$VAR'(4),'$VAR'(5),'$VAR'(8)),g('$VAR'(10),'$VAR'(3)),i('$VAR'(1),'$VAR'(10)),g('$VAR'(8),'$VAR'(8)),f('$VAR'(5))]; [g(R,R),g('$VAR'(12),S),f('$VAR'(13)),f(S),g(S,'$VAR'(17)),h('$VAR'(11),'$VAR'(15),'$VAR'(14)),f('$VAR'(16)),i('$VAR'(13),'$VAR'(16)),i('$VAR'(15),'$VAR'(15)),f('$VAR'(11)),h(R,'$VAR'(11),'$VAR'(16)),g(S,'$VAR'(17)),i(S,'$VAR'(11)),h('$VAR'(12),'$VAR'(15),'$VAR'(16)),h(S,'$VAR'(15),T),h('$VAR'(13),'$VAR'(12),'$VAR'(14)),f('$VAR'(11)),g('$VAR'(13),'$VAR'(16))];5;18;151200;200;
 [f('$VAR'(1)),g('$VAR'(5),'$VAR'(6)),h('$VAR'(6),'$VAR'(6),'$VAR'(5)),i('$VAR'(8),'$VAR'(5)),f('$VAR'(4))]; [i('$VAR'(11),R),g('$VAR'(13),'$VAR'(13)),i('$VAR'(13),'$VAR'(15)),i(R,'$VAR'(14)),f('$VAR'(15)),f('$VAR'(17)),g('$VAR'(14),'$VAR'(12)),f('$VAR'(14)),f('$VAR'(12)),i('$VAR'(16),R),g('$VAR'(17),'$VAR'(15)),f('$VAR'(11)),i('$VAR'(17),'$VAR'(13)),h('$VAR'(16),'$VAR'(13),R)];5;14;6720;200;
 [h('$VAR'(6),'$VAR'(1),'$VAR'(5)),h('$VAR'(8),'$VAR'(4),'$VAR'(1)),g('$VAR'(4),'$VAR'(6)),h('$VAR'(2),'$VAR'(3),'$VAR'(10)),g('$VAR'(10),'$VAR'(1)),f('$VAR'(3)),f('$VAR'(10)),h('$VAR'(7),'$VAR'(2),'$VAR'(7)),i('$VAR'(6),'$VAR'(5)),h('$VAR'(8),'$VAR'(1),'$VAR'(2))]; [h('$VAR'(17),'$VAR'(11),'$VAR'(13)),f('$VAR'(12)),h(R,T,R),h(S,'$VAR'(16),'$VAR'(15)),g('$VAR'(14),'$VAR'(15)),i(S,R),h(S,'$VAR'(15),'$VAR'(17)),i('$VAR'(15),T)];10;8;3628800;192;
 [g('$VAR'(5),'$VAR'(6)),f('$VAR'(3)),h('$VAR'(5),'$VAR'(1),'$VAR'(2)),h('$VAR'(4),'$VAR'(2),'$VAR'(10)),h('$VAR'(3),'$VAR'(4),'$VAR'(8)),g('$VAR'(6),'$VAR'(9)),i('$VAR'(10),'$VAR'(9)),h('$VAR'(5),'$VAR'(1),'$VAR'(10)),f('$VAR'(3)),i('$VAR'(6),'$VAR'(10))]; [f('$VAR'(14)),i('$VAR'(11),'$VAR'(17)),f('$VAR'(16)),f('$VAR'(15)),h('$VAR'(16),'$VAR'(15),'$VAR'(12)),i('$VAR'(15),'$VAR'(13)),g('$VAR'(14),'$VAR'(11)),f('$VAR'(12))];10;8;181440;192;
 [g('$VAR'(2),'$VAR'(9)),i('$VAR'(10),'$VAR'(8)),g('$VAR'(7),'$VAR'(1)),f('$VAR'(2)),f('$VAR'(6)),f('$VAR'(7)),g('$VAR'(8),'$VAR'(10)),h('$VAR'(2),'$VAR'(4),'$VAR'(5)),g('$VAR'(9),'$VAR'(6)),i('$VAR'(9),'$VAR'(7)),f('$VAR'(1))]; [g('$VAR'(12),'$VAR'(13)),h('$VAR'(17),'$VAR'(12),'$VAR'(11)),h('$VAR'(15),'$VAR'(12),'$VAR'(11)),g('$VAR'(11),'$VAR'(17)),g('$VAR'(11),'$VAR'(16)),f('$VAR'(14)),h('$VAR'(14),'$VAR'(16),'$VAR'(16)),g('$VAR'(12),'$VAR'(14))];11;8;181440;192;
 [g('$VAR'(8),'$VAR'(5)),g('$VAR'(6),'$VAR'(10)),i('$VAR'(3),'$VAR'(6)),i('$VAR'(6),'$VAR'(1)),h('$VAR'(9),'$VAR'(6),'$VAR'(3)),g('$VAR'(10),'$VAR'(7)),f('$VAR'(8)),i('$VAR'(1),'$VAR'(1)),g('$VAR'(7),'$VAR'(5))]; [g('$VAR'(13),R),g('$VAR'(13),'$VAR'(17)),g(R,'$VAR'(17)),f(S),h('$VAR'(17),'$VAR'(16),'$VAR'(15)),h('$VAR'(14),'$VAR'(14),'$VAR'(15)),i(S,'$VAR'(13)),g('$VAR'(12),R),h(R,'$VAR'(17),'$VAR'(12)),f('$VAR'(11))];9;10;40320;192;
 [g('$VAR'(7),'$VAR'(2)),f('$VAR'(1)),g('$VAR'(1),'$VAR'(6)),g('$VAR'(5),'$VAR'(2)),h('$VAR'(9),'$VAR'(5),'$VAR'(3)),f('$VAR'(4)),i('$VAR'(2),'$VAR'(10)),h('$VAR'(8),'$VAR'(8),'$VAR'(4)),g('$VAR'(5),'$VAR'(8))]; [i('$VAR'(17),R),g('$VAR'(16),'$VAR'(12)),i(R,'$VAR'(15)),h(T,'$VAR'(14),'$VAR'(13)),i('$VAR'(12),R),h('$VAR'(11),'$VAR'(12),'$VAR'(13)),g(S,'$VAR'(14)),i(S,S),i('$VAR'(11),'$VAR'(12)),h('$VAR'(11),'$VAR'(14),'$VAR'(14)),h('$VAR'(17),'$VAR'(14),'$VAR'(13)),i(S,R)];9;12;3628800;180;
 [f('$VAR'(7)),f('$VAR'(2)),i('$VAR'(4),'$VAR'(2)),h('$VAR'(7),'$VAR'(5),'$VAR'(1)),h('$VAR'(5),'$VAR'(5),'$VAR'(9)),f('$VAR'(6)),h('$VAR'(4),'$VAR'(10),'$VAR'(1)),f('$VAR'(2)),f('$VAR'(9))]; [g('$VAR'(16),R),g('$VAR'(17),R),i(T,T),h(R,'$VAR'(16),'$VAR'(12)),h('$VAR'(12),'$VAR'(17),'$VAR'(15)),f('$VAR'(11)),h('$VAR'(14),S,R),i('$VAR'(14),'$VAR'(16)),i(T,'$VAR'(17)),i(S,'$VAR'(15)),h(R,'$VAR'(13),'$VAR'(15))];9;11;1814400;180;
 [g('$VAR'(3),'$VAR'(3)),h('$VAR'(7),'$VAR'(8),'$VAR'(8)),h('$VAR'(5),'$VAR'(2),'$VAR'(8)),f('$VAR'(2)),g('$VAR'(4),'$VAR'(1)),i('$VAR'(1),'$VAR'(8)),g('$VAR'(5),'$VAR'(6)),g('$VAR'(7),'$VAR'(2))]; [g(S,R),f('$VAR'(15)),h(S,'$VAR'(11),'$VAR'(12)),i('$VAR'(12),'$VAR'(11)),g(R,'$VAR'(11)),i('$VAR'(11),'$VAR'(17)),f('$VAR'(11)),h('$VAR'(17),'$VAR'(15),'$VAR'(13)),f('$VAR'(16)),g(S,S),f('$VAR'(16)),f('$VAR'(14)),i('$VAR'(14),R),g('$VAR'(11),'$VAR'(16))];8;14;362880;180;
 [h('$VAR'(1),'$VAR'(2),'$VAR'(6)),g('$VAR'(1),'$VAR'(7)),f('$VAR'(8)),f('$VAR'(7)),g('$VAR'(2),'$VAR'(2)),g('$VAR'(8),'$VAR'(8)),i('$VAR'(7),'$VAR'(5))]; [h('$VAR'(12),'$VAR'(14),'$VAR'(14)),g('$VAR'(13),'$VAR'(17)),f(S),f(T),h(T,'$VAR'(12),T),g('$VAR'(17),'$VAR'(16)),i(R,'$VAR'(16)),g(S,'$VAR'(11)),h('$VAR'(11),'$VAR'(12),'$VAR'(16)),i('$VAR'(12),S),g('$VAR'(14),'$VAR'(16)),f('$VAR'(12)),g('$VAR'(15),T),h('$VAR'(14),R,'$VAR'(11)),i(R,R),h('$VAR'(13),R,S)];7;16;151200;180;
 [g('$VAR'(8),'$VAR'(9)),f('$VAR'(3)),i('$VAR'(9),'$VAR'(9)),i('$VAR'(1),'$VAR'(5)),i('$VAR'(9),'$VAR'(8))]; [i(T,'$VAR'(14)),i('$VAR'(12),T),i('$VAR'(13),'$VAR'(17)),f('$VAR'(14)),i('$VAR'(12),S),f(R),g('$VAR'(13),'$VAR'(15)),f('$VAR'(11)),g('$VAR'(11),R),i('$VAR'(14),'$VAR'(16)),h('$VAR'(14),'$VAR'(11),'$VAR'(12)),h(S,'$VAR'(14),'$VAR'(14)),g('$VAR'(15),'$VAR'(11))];5;13;30240;180;
 [i('$VAR'(4),'$VAR'(10)),i('$VAR'(4),'$VAR'(3)),f('$VAR'(2)),f('$VAR'(10)),f('$VAR'(8))]; [g('$VAR'(15),'$VAR'(13)),i('$VAR'(16),'$VAR'(11)),f('$VAR'(16)),i('$VAR'(14),'$VAR'(15)),g(R,'$VAR'(15)),i('$VAR'(12),S),f(T),g('$VAR'(11),'$VAR'(14)),i('$VAR'(17),R),g('$VAR'(17),'$VAR'(13)),g('$VAR'(13),'$VAR'(14)),i(S,'$VAR'(17)),g('$VAR'(16),'$VAR'(14)),i(T,'$VAR'(12)),g('$VAR'(12),'$VAR'(11)),h('$VAR'(11),'$VAR'(11),'$VAR'(12)),g('$VAR'(16),'$VAR'(12)),h('$VAR'(14),'$VAR'(13),'$VAR'(13))];5;18;15120;180;
 [g('$VAR'(6),'$VAR'(4)),f('$VAR'(10)),f('$VAR'(1)),i('$VAR'(1),'$VAR'(5))]; [f('$VAR'(11)),g('$VAR'(15),'$VAR'(17)),g(R,S),g('$VAR'(12),'$VAR'(13)),f('$VAR'(15)),h(R,'$VAR'(12),'$VAR'(13)),g('$VAR'(13),'$VAR'(15)),f('$VAR'(14)),i(R,'$VAR'(16)),f(R),g('$VAR'(16),R),h('$VAR'(12),'$VAR'(17),R),i('$VAR'(11),'$VAR'(17)),i('$VAR'(11),'$VAR'(17))];4;14;15120;180;
 [h('$VAR'(8),'$VAR'(10),'$VAR'(1)),i('$VAR'(9),'$VAR'(1)),h('$VAR'(1),'$VAR'(7),'$VAR'(9)),i('$VAR'(6),'$VAR'(3)),i('$VAR'(1),'$VAR'(6)),i('$VAR'(8),'$VAR'(3)),g('$VAR'(1),'$VAR'(4)),h('$VAR'(7),'$VAR'(1),'$VAR'(4)),i('$VAR'(8),'$VAR'(5)),f('$VAR'(10)),g('$VAR'(10),'$VAR'(10)),i('$VAR'(8),'$VAR'(10)),f('$VAR'(1)),g('$VAR'(6),'$VAR'(7)),i('$VAR'(3),'$VAR'(9)),h('$VAR'(9),'$VAR'(9),'$VAR'(10))]; [f('$VAR'(16)),f('$VAR'(16)),h('$VAR'(12),'$VAR'(17),'$VAR'(15)),h('$VAR'(13),'$VAR'(14),'$VAR'(12)),h('$VAR'(11),'$VAR'(12),'$VAR'(11)),f('$VAR'(11)),f('$VAR'(17)),f('$VAR'(14)),f('$VAR'(13))];16;9;5040;180;
